,timestep,samples,flow,density,velocity
421,1500,300,2147.9976,24.216639999999998,88.47554400000001
422,1800,300,2219.9976,21.91574,101.04129
431,4500,300,2340.0,20.845090000000003,114.408018
434,5400,300,2467.2024,19.97926,123.180912
435,5700,300,2301.6024,23.660700000000002,97.031088
442,7800,300,2344.8024000000005,22.558130000000002,103.68329400000002
443,8100,300,2304.0,23.00235,99.911232
447,9300,300,2412.0,21.22148,113.37316200000001
452,1800,300,2196.0,26.1478,89.870148
456,3000,300,2236.8023999999996,24.38821,91.48712400000002
460,4200,300,2280.0024,21.164289999999998,107.46
465,5700,300,2219.9976,22.89063,96.738786
469,6900,300,2232.0,21.98756,101.258694
473,8100,300,2248.7976000000003,25.67831,87.35666400000001
478,9600,300,2172.0024000000003,25.44024,85.164858
481,1500,300,2183.9975999999997,22.81482,103.53760199999999
485,2700,300,2349.5976,22.684479999999997,103.317066
486,3000,300,2124.0000000000005,29.36507,73.25694000000001
490,4200,300,2227.1976,21.59787,105.02071200000002
491,4500,300,2164.8024,23.123379999999997,95.21242200000002
494,5400,300,2183.9975999999997,22.00485,103.15782
495,5700,300,2172.0024000000003,25.12902,87.76641599999999
498,6600,300,2304.0,21.71757,105.823098
499,6900,300,2193.6024,25.49344,92.24901
503,8100,300,2097.5976,27.88611,81.512838
508,9600,300,2219.9976,25.574569999999998,86.58684000000001
509,9900,300,2147.9976,25.17956,91.540584
511,1500,300,2176.7976000000003,23.12604,95.729418
512,1800,300,2294.4024,22.40784,102.136842
515,2700,300,1992.0024,30.92383,65.190366
516,3000,300,2402.4024,20.43678,117.25711199999999
519,3900,300,2244.0024000000003,23.485139999999998,99.04815
520,4200,300,2196.0,20.91159,104.754114
524,5400,300,2078.4024,26.33533,78.724008
525,5700,300,2263.1976000000004,25.30192,89.22312
529,6900,300,2196.0,24.35762,89.92917
530,7200,300,2136.0024000000003,26.381880000000002,88.171686
534,8400,300,2236.8023999999996,25.821949999999998,91.09891800000001
535,8700,300,2107.2024,35.97783,58.422114
536,9000,300,2316.0024000000003,20.44875,112.97469600000001
539,9900,300,2268.0,20.46338,110.554308
541,1500,300,2183.9975999999997,26.36592,84.038256
542,1800,300,2023.2000000000003,33.41758,63.775079999999996
545,2700,300,2450.3976,21.16296,120.545334
546,3000,300,1833.6024000000002,34.11317,59.83821
547,3300,300,2409.6023999999998,20.95149,114.717708
550,4200,300,2039.9976,25.223450000000003,80.676
551,4500,300,2167.2,22.17376,99.48436200000002
554,5400,300,2289.6,22.83078,102.01696199999999
555,5700,300,2124.0000000000005,24.472,88.175574
556,6000,300,2291.9976,21.50876,106.29235800000001
558,6600,300,2255.9975999999997,20.70278,108.700866
559,6900,300,2147.9976,22.57941,94.895172
560,7200,300,2268.0,22.81615,99.15426
561,7500,300,2244.0024000000003,22.189719999999998,107.306964
563,8100,300,2244.0024000000003,24.734009999999998,93.861828
564,8400,300,2052.0,27.7039,76.32629999999999
565,8700,300,2316.0024000000003,21.83727,105.78961799999999
567,9300,300,2291.9976,23.683310000000002,96.53277599999998
568,9600,300,2316.0024000000003,23.43992,106.62343200000001
569,9900,300,2028.0024,25.695600000000002,87.81868800000001
571,1500,300,1800.0,32.20329,60.775218
575,2700,300,2253.6,26.105240000000002,89.13736800000001
576,3000,300,2030.3999999999999,31.04353,70.257456
577,3300,300,2174.4,26.30208,85.339062
578,3600,300,2395.2024,21.52339,111.00839400000001
580,4200,300,2172.0024000000003,26.607979999999998,84.23406
581,4500,300,2052.0,30.91984,68.15367
584,5400,300,2291.9976,20.89829,111.77152199999999
585,5700,300,2124.0000000000005,23.43593,90.402696
586,6000,300,2075.9976,26.0414,85.332474
589,6900,300,2219.9976,20.52589,107.88325200000001
590,7200,300,2183.9975999999997,25.735500000000002,84.649428
591,7500,300,2088.0,31.60745,67.797918
593,8100,300,2260.8,21.9583,102.70319400000001
594,8400,300,2248.7976000000003,20.392889999999998,109.99978200000001
595,8700,300,2155.1975999999995,31.81759,68.52227400000001
597,9300,300,2375.9999999999995,19.968619999999998,118.69092000000002
598,9600,300,2246.4,22.93186,97.713486
599,9900,300,2023.2000000000003,25.37241,80.95518
601,1500,300,1836.0,30.4304,64.91296799999999
602,1800,300,2200.8024,24.94548,89.59761
605,2700,300,1936.8000000000002,29.36773,71.15688
606,3000,300,1922.4,33.63836,59.35280400000001
609,3900,300,2241.5975999999996,23.69794,94.35544200000001
610,4200,300,2107.2024,24.27383,86.590674
611,4500,300,2119.1976,26.2808,83.24440200000001
614,5400,300,2136.0024000000003,28.033739999999998,85.465638
615,5700,300,2136.0024000000003,29.89441,74.592792
616,6000,300,2291.9976,21.665699999999998,105.52334400000001
618,6600,300,2150.4024,22.26686,96.332112
619,6900,300,2136.0024000000003,25.57989,84.761802
620,7200,300,2248.7976000000003,24.44673,91.75966199999999
621,7500,300,2311.2000000000003,20.907600000000002,110.265408
623,8100,300,2090.3976000000002,25.46285,84.84388200000001
624,8400,300,2064.0024,28.45535,72.353736
627,9300,300,2179.2024,24.64224,91.502622
628,9600,300,1881.5975999999998,30.176370000000002,63.12627
629,9900,300,2402.4024,21.12306,113.44854600000001
631,1500,300,2049.6024,26.71837,83.440746
632,1800,300,2039.9976,25.03725,85.834566
633,2100,300,2054.3976000000002,25.40699,80.659368
636,3000,300,1879.2,31.9067,60.427566
637,3300,300,2270.3976,21.92106,103.313556
639,3900,300,2304.0,20.557810000000003,111.796848
640,4200,300,1931.9976000000004,33.97352,57.474792
641,4500,300,1994.4,34.08391,59.926337999999994
642,4800,300,2181.6,21.57393,102.986154
645,5700,300,1944.0000000000002,31.019589999999997,62.513315999999996
646,6000,300,2054.3976000000002,29.24005,74.60958600000001
649,6900,300,2219.9976,21.86254,101.292336
650,7200,300,2052.0,25.410980000000002,81.978966
651,7500,300,2160.0,24.85238,88.27201799999999
654,8400,300,2160.0,23.38938,92.11800600000001
655,8700,300,2011.1976,31.80695,65.824596
656,9000,300,2248.7976000000003,24.57574,91.275552
658,9600,300,2232.0,24.2725,91.72450800000001
659,9900,300,1951.2,31.830889999999997,64.753506
661,1500,300,1864.8,31.34145,64.85562
662,1800,300,2052.0,28.03507,74.18525399999999
663,2100,300,2255.9975999999997,24.53052,91.73682000000001
665,2700,300,2147.9976,23.0223,94.895172
666,3000,300,1800.0,34.50685,57.1752
667,3300,300,2111.9976,25.448220000000003,84.252258
670,4200,300,1869.6023999999998,36.8011,51.927318
671,4500,300,2049.6024,27.896749999999997,75.694824
672,4800,300,2325.6,24.05571,96.43654799999999
673,5100,300,2407.1976,20.67219,124.146162
674,5400,300,1908.0,34.75157,55.473984
675,5700,300,2064.0024,23.83892,86.362308
676,6000,300,2208.0024,24.43077,90.15062400000001
678,6600,300,2253.6,20.6283,108.97761600000001
679,6900,300,2071.2024,30.99565,68.616936
680,7200,300,2023.2000000000003,26.800829999999998,76.567248
683,8100,300,2052.0,33.63171,66.08844
684,8400,300,1944.0000000000002,27.81562,74.460006
686,9000,300,2325.6,21.58989,107.44828199999999
687,9300,300,2028.0024,27.12934,74.56471200000001
688,9600,300,1944.0000000000002,24.63293,78.720012
689,9900,300,2316.0024000000003,21.83461,105.80641200000001
691,1500,300,1776.0024,32.9308,69.762168
692,1800,300,1989.5976,24.549139999999998,98.65907999999999
694,2400,300,2255.9975999999997,22.66985,99.268092
695,2700,300,1852.7975999999999,28.32235,65.25468000000001
696,3000,300,2049.6024,28.12684,80.279154
697,3300,300,2342.3976,23.79237,98.206992
698,3600,300,2268.0,22.288140000000002,101.502882
699,3900,300,2100.0024,28.412789999999998,73.72387800000001
700,4200,300,2083.1976,28.16807,78.729246
701,4500,300,2080.8,25.859189999999998,81.666414
702,4800,300,2280.0024,22.32405,101.87812800000002
703,5100,300,2232.0,22.163120000000003,100.45744200000001
704,5400,300,2162.3976000000002,27.202489999999997,81.96492599999999
705,5700,300,1944.0000000000002,32.61559,62.87333400000001
706,6000,300,2169.5975999999996,27.86483,82.94734800000002
708,6600,300,2152.8,23.92005,91.468872
709,6900,300,2147.9976,23.65272,90.58726800000001
710,7200,300,1992.0024,27.48977,73.466028
711,7500,300,2167.2,22.934520000000003,94.25780999999999
712,7800,300,2111.9976,29.39832,71.66043
713,8100,300,2181.6,24.12886,90.190098
714,8400,300,2006.4024,31.58218,69.198786
715,8700,300,2232.0,27.686609999999998,80.41356
716,9000,300,2183.9975999999997,26.5202,82.145286
717,9300,300,2160.0,25.71289,83.796012
718,9600,300,2111.9976,28.994,72.66067199999999
719,9900,300,2075.9976,28.18536,74.644848
721,1500,300,1545.6024,37.700179999999996,55.165536
722,1800,300,2039.9976,33.78998,61.845876000000004
724,2400,300,2404.7999999999997,20.04709,119.65687199999999
725,2700,300,1675.2024000000001,40.8177,44.306298
726,3000,300,1970.4024,34.38848,60.26162400000001
727,3300,300,2280.0024,22.861369999999997,99.48506400000001
729,3900,300,1972.8000000000002,27.01629,82.29416400000001
730,4200,300,1944.0000000000002,36.20526,53.560007999999996
731,4500,300,2133.5976,23.41731,90.88280999999999
732,4800,300,2412.0,20.3889,118.00479600000001
733,5100,300,2039.9976,26.074650000000002,78.03955800000001
734,5400,300,1956.0023999999999,27.30357,72.63826200000001
735,5700,300,2121.6024,24.58239,86.088474
736,6000,300,2111.9976,22.28016,98.476344
737,6300,300,2208.0024,20.52323,107.319114
738,6600,300,2104.7976,24.8311,92.84057999999999
739,6900,300,1944.0000000000002,33.888400000000004,57.980016000000006
740,7200,300,2015.9999999999998,25.25936,85.62213
743,8100,300,1850.4,30.310699999999997,66.75409800000001
744,8400,300,1956.0023999999999,28.3024,71.167356
745,8700,300,2100.0024,25.127689999999998,83.363634
746,9000,300,2248.7976000000003,22.28149,100.67511600000002
747,9300,300,2219.9976,20.515249999999998,107.941626
748,9600,300,2169.5975999999996,25.510730000000002,84.834972
749,9900,300,2018.3976,27.48977,79.664472
751,1500,300,1768.8024,26.44838,83.50581600000001
752,1800,300,1867.1976,34.82206,55.610279999999996
753,2100,300,2232.0,22.48365,101.01483
754,2400,300,2493.5976,20.18275,123.243714
755,2700,300,1783.2024,32.30969,59.10926400000001
756,3000,300,1852.7975999999999,29.32251,72.955944
757,3300,300,2203.2,20.27851,108.376488
759,3900,300,2196.0,21.895789999999998,100.04461199999999
760,4200,300,1672.7975999999999,37.1336,45.477774000000004
761,4500,300,2193.6024,25.836579999999998,84.692574
762,4800,300,2234.3976000000002,21.656390000000002,102.91903200000002
764,5400,300,1804.8024000000003,39.90665,48.915954000000006
765,5700,300,2124.0000000000005,28.565739999999998,75.337614
766,6000,300,2092.8024,25.54265,83.173608
767,6300,300,2147.9976,24.60633,93.83931
768,6600,300,2162.3976000000002,21.73619,99.237744
769,6900,300,2109.6000000000004,31.50105,66.802752
770,7200,300,2039.9976,23.82163,88.72518600000001
772,7800,300,2044.7999999999997,28.72135,71.01761400000001
773,8100,300,2196.0,26.489610000000003,88.62490799999999
774,8400,300,1886.4,29.282610000000002,65.24658000000001
775,8700,300,2068.7976,27.71986,80.91856800000001
776,9000,300,2179.2024,27.58952,82.77821999999999
777,9300,300,2208.0024,23.84424,92.369322
778,9600,300,2052.0,27.31953,77.43789000000001
779,9900,300,2064.0024,33.28857,62.68395600000001
781,1500,300,1620.0,34.86329,62.159994
782,1800,300,1903.1976000000002,26.98038,74.01337199999999
783,2100,300,2232.0,20.98075,106.118694
785,2700,300,1864.8,29.38768,65.265642
786,3000,300,1730.3976,44.50712,42.600815999999995
787,3300,300,2100.0024,31.27761,66.97236600000001
789,3900,300,2219.9976,26.3207,87.06549600000001
790,4200,300,1655.9999999999998,45.60969,40.116546
791,4500,300,2088.0,24.98937,83.346192
792,4800,300,2136.0024000000003,27.253030000000003,83.621106
793,5100,300,2388.0024,20.27319,117.497466
794,5400,300,1931.9976000000004,36.575,55.375164
795,5700,300,1992.0024,30.46897,70.33014
796,6000,300,1924.7975999999999,26.05071,77.667066
797,6300,300,2116.7999999999997,29.19084,73.451016
798,6600,300,2248.7976000000003,22.89063,99.93169800000001
799,6900,300,1881.5975999999998,30.675120000000003,63.959706
800,7200,300,1927.2024,31.88675,65.775078
801,7500,300,2260.8,21.46753,105.04776600000001
802,7800,300,2100.0024,26.012140000000002,84.869478
803,8100,300,2078.4024,26.76492,84.45448800000001
804,8400,300,1917.5976000000003,30.17903,65.30014800000001
805,8700,300,2114.4024,22.983729999999998,93.57141600000001
806,9000,300,2191.1976,26.03608,83.95137000000001
807,9300,300,1994.4,28.966070000000002,68.67941400000001
808,9600,300,2028.0024,27.509719999999998,78.603534
809,9900,300,2111.9976,30.000809999999998,72.36000000000001
811,1500,300,1420.7976,35.4046,57.229038
812,1800,300,1848.0023999999999,37.6656,52.66053000000001
813,2100,300,2327.9975999999997,21.71757,106.92556200000001
814,2400,300,2232.0,22.374589999999998,99.50515200000001
815,2700,300,1956.0023999999999,31.5742,62.673156000000006
816,3000,300,1751.9976000000001,37.11631,48.23755200000001
817,3300,300,2124.0000000000005,26.07864,81.24408
818,3600,300,2183.9975999999997,23.08747,96.208992
819,3900,300,2075.9976,23.455879999999997,93.59166600000002
820,4200,300,1776.0024,30.261490000000002,61.231626
821,4500,300,2111.9976,25.658360000000002,82.10457
822,4800,300,2147.9976,25.92702,82.641114
823,5100,300,2229.6024,20.46338,111.08653200000002
824,5400,300,1706.4,37.32512,47.878506
825,5700,300,1876.8023999999998,30.81344,61.64424
826,6000,300,2280.0024,22.62596,100.51959600000002
827,6300,300,2188.7999999999997,23.994529999999997,92.705904
828,6600,300,1927.2024,30.084600000000002,68.98284
829,6900,300,1848.0023999999999,27.80897,69.617934
830,7200,300,2066.4,28.72667,74.03832000000001
831,7500,300,2219.9976,24.986710000000002,88.624206
832,7800,300,2116.7999999999997,25.83126,81.740826
833,8100,300,1744.7975999999999,37.0006,54.178254
834,8400,300,2102.4,29.78668,72.567144
835,8700,300,2183.9975999999997,23.71922,91.847466
836,9000,300,2013.6024,29.10306,74.705382
837,9300,300,2052.0,25.61314,81.32211000000001
838,9600,300,2160.0,27.62809,87.852006
839,9900,300,1905.6024,38.075239999999994,57.257658
841,1500,300,1524.0023999999999,27.202489999999997,77.300784
842,1800,300,1787.9976,33.473440000000004,64.36508400000001
843,2100,300,2196.0,25.522699999999997,87.344244
844,2400,300,2241.5975999999996,25.09311,89.105778
845,2700,300,1783.2024,31.671290000000003,57.779298
846,3000,300,1715.9976,30.92782,59.619023999999996
847,3300,300,2128.8024,30.897229999999997,68.72671799999999
848,3600,300,2107.2024,23.39204,89.856486
849,3900,300,2147.9976,24.78322,86.454324
850,4200,300,1840.8023999999998,36.626870000000004,54.774468000000006
851,4500,300,1939.1976,28.01645,72.485658
852,4800,300,2160.0,26.79418,83.165994
853,5100,300,2111.9976,25.18754,85.14207
854,5400,300,1946.3976,28.43274,69.367698
855,5700,300,1864.8,35.63203,55.667952
856,6000,300,2080.8,31.12732,68.6367
857,6300,300,2136.0024000000003,23.930690000000002,89.033256
858,6600,300,2032.7976,27.56824,73.553508
859,6900,300,1908.0,37.08705,56.744172
860,7200,300,2064.0024,25.16227,84.811374
861,7500,300,1922.4,30.38651,67.017996
862,7800,300,2100.0024,24.85371,84.2832
863,8100,300,2183.9975999999997,25.086460000000002,86.839128
864,8400,300,1915.2,33.0372,60.252660000000006
865,8700,300,1948.8024,33.19946,60.996078000000004
866,9000,300,2015.9999999999998,29.41561,70.489278
867,9300,300,2136.0024000000003,27.08146,78.67616400000001
868,9600,300,1884.0023999999999,35.218399999999995,56.944188000000004
869,9900,300,2136.0024000000003,26.733,79.70157
871,1500,300,1363.1976,39.57548,52.640496
872,1800,300,1704.0024,34.43636,63.187614
875,2700,300,1262.3976,43.312780000000004,37.522818
876,3000,300,1864.8,29.928990000000002,64.0494
877,3300,300,2003.9976,25.99352,78.238548
878,3600,300,2532.0024,20.73603,121.80456000000001
879,3900,300,1413.5976,38.97964,41.34807000000001
880,4200,300,1876.8023999999998,40.08487,51.237846000000005
881,4500,300,2028.0024,35.14658,61.432182000000005
882,4800,300,2340.0,22.35065,104.43324600000001
883,5100,300,1728.0,35.91133,52.537518
884,5400,300,1999.2024,27.08811,76.112136
885,5700,300,1831.1976000000002,35.312830000000005,53.752302
886,6000,300,2164.8024,22.495620000000002,95.99067000000002
887,6300,300,1912.8023999999998,31.055500000000002,65.15910000000001
888,6600,300,2003.9976,34.53611,62.711118000000006
889,6900,300,1879.2,33.2234,65.110338
890,7200,300,2052.0,34.004110000000004,61.806294
891,7500,300,2083.1976,25.08912,84.315924
892,7800,300,1833.6024000000002,32.86829,57.993462
893,8100,300,2052.0,27.302239999999998,81.593676
894,8400,300,2003.9976,29.62974,69.54681599999999
895,8700,300,2052.0,32.04236,69.663186
896,9000,300,1814.4,33.328469999999996,55.035720000000005
897,9300,300,2109.6000000000004,28.497909999999997,73.843002
898,9600,300,2049.6024,30.66714,69.68781000000001
899,9900,300,1946.3976,32.85499,67.263642
901,1500,300,1243.2024,37.897020000000005,47.025846
902,1800,300,1692.0,34.49754,53.011908
903,2100,300,2412.0,20.4022,117.929574
904,2400,300,2366.4024,21.000700000000002,112.39775999999999
905,2700,300,1296.0,49.38157,30.569993999999998
906,3000,300,1869.6023999999998,31.70055,60.522984
907,3300,300,2239.2,22.19637,100.632132
908,3600,300,2260.8,20.75066,116.12295
909,3900,300,1499.9976000000001,46.89846,38.88864
910,4200,300,1879.2,36.03103,53.337906000000004
911,4500,300,2169.5975999999996,23.50908,92.056878
912,4800,300,2222.4024,26.256860000000003,84.428946
913,5100,300,1535.9976,38.6764,47.840652
914,5400,300,1908.0,33.210100000000004,57.307931999999994
915,5700,300,2100.0024,31.14062,68.23747800000001
916,6000,300,2138.4,23.628780000000003,95.660622
917,6300,300,1761.6024000000002,38.55936,48.349872000000005
918,6600,300,1895.9976,39.88404,48.497454000000005
919,6900,300,2124.0000000000005,25.899089999999998,81.80541000000001
920,7200,300,1992.0024,31.68193,71.75493
921,7500,300,1730.3976,42.014700000000005,44.870166000000005
922,7800,300,2131.2,27.1985,82.17973800000001
923,8100,300,1895.9976,33.8352,62.441766
924,8400,300,2083.1976,31.07545,72.00413999999999
925,8700,300,1701.5975999999998,42.56,42.072804
926,9000,300,2111.9976,24.2991,86.700672
927,9300,300,2054.3976000000002,29.41162,69.676416
928,9600,300,1759.1976,33.71018,53.462214
929,9900,300,1960.7975999999999,32.73529,60.56990999999999
931,1500,300,1308.0023999999999,40.38146,51.552665999999995
932,1800,300,1548.0,36.60027,53.129304000000005
933,2100,300,2208.0024,22.01948,100.023282
935,2700,300,1382.4,35.19446,55.162512
936,3000,300,1845.5976000000003,35.10801,53.10819
937,3300,300,2136.0024000000003,28.326340000000002,75.21773400000001
938,3600,300,2104.7976,29.93963,71.17902000000001
939,3900,300,1677.6000000000001,36.28506,54.826632
940,4200,300,1931.9976000000004,30.22425,64.71279
941,4500,300,2006.4024,31.796310000000002,64.748322
942,4800,300,2011.1976,27.932660000000002,75.413106
943,5100,300,1804.8024000000003,37.5326,49.72741200000001
944,5400,300,1953.5975999999998,28.64687,68.02407000000001
945,5700,300,1843.2,30.89324,62.191422
946,6000,300,2104.7976,26.36193,82.41620400000001
947,6300,300,1867.1976,25.605159999999998,79.632666
948,6600,300,1764.0000000000002,34.943090000000005,50.355918
949,6900,300,2092.8024,28.907549999999997,73.339668
950,7200,300,2066.4,32.418749999999996,68.249466
951,7500,300,1886.4,34.465619999999994,59.99772600000001
952,7800,300,1728.0,41.011880000000005,48.29252399999999
953,8100,300,2047.1976,27.175890000000003,77.676462
954,8400,300,1996.7975999999999,29.77338,68.95384200000001
955,8700,300,1927.2024,32.02507,64.490634
